comment_id,polarity,text,created_at_gold,author_login,owner,repo,review_id,html_url,created_at_kaiaulu,updated_at,comment_user_login,author_association,file_path,start_line,line,original_start_line,original_line,position,diff_hunk,body,commit_id
8041,2,"I'm sorry, I just don't care about your kind that much.""",2011-03-13 03:00:38,elupus,xbmc,xbmc,,https://github.com/xbmc/xbmc/pull/62#discussion_r8041,2011-03-13T14:00:38Z,2018-11-27T21:09:14Z,elupus,CONTRIBUTOR,xbmc/cores/dvdplayer/DVDInputStreams/DVDStateSerializer.cpp,,,,,1,"@@ -94,7 +94,7 @@ bool CDVDStateSerializer::DVDToXMLState( std::string &xmlstate, const dvd_state_
           }
 
           { TiXmlElement eValue(""tv_usec"");
-            sprintf(buffer, ""%ld"", state->registers.GPRM_time[i].tv_usec);
+            sprintf(buffer, ""%d"", state->registers.GPRM_time[i].tv_usec);","This is wrong. tv_usec is defined as a long int on linux. Is this different on ios?
",6a49e5fd4704b1e8b8a9fd3ffb557b614dd4e294
4049265,1,"You can't just throw this one away :)""",2013-05-01 16:26:18,jmarshallnz,xbmc,xbmc,,https://github.com/xbmc/xbmc/pull/2681#discussion_r4049265,2013-05-02T04:26:18Z,2018-11-27T21:11:31Z,jmarshallnz,CONTRIBUTOR,xbmc/guilib/GUIWindowManager.cpp,,533.0,,,1,"@@ -530,7 +530,6 @@ void CGUIWindowManager::RenderPass()
   CGUIWindow* pWindow = GetWindow(GetActiveWindow());
   if (pWindow)
   {
-    pWindow->ClearBackground();","You can't just throw this one away :)
",86c660485947efd3749d99cfddaf4f053af64e63
4050527,0,"Yep, see earlier comment about keeping things the same for this PR.  My hope is to add shader-based GL as a new renderer. This way we could have gl2/gl3/gl4 selected at runtime based on hw capabilities. Iirc @jmarshallnz has a GL shader implementation a""",2013-05-01 19:40:06,theuni,xbmc,xbmc,,https://github.com/xbmc/xbmc/pull/2681#discussion_r4050527,2013-05-02T07:40:06Z,2018-11-27T21:11:34Z,theuni,CONTRIBUTOR,xbmc/rendering/gl/RenderSystemGL.cpp,,646.0,,,48,"@@ -622,4 +624,298 @@ void CRenderSystemGL::ResetGLErrors()
   }
 }
 
+void CRenderSystemGL::DrawSceneGraphImpl( const CSceneGraph *sceneGraph, const CDirtyRegionList *dirtyRegions)
+{
+  unsigned int unit, alpha, range = 0;
+
+  if(g_Windowing.UseLimitedColor())
+    range = 235 - 16;
+  else
+    range = 255 -  0;
+
+  glBlendFunc(GL_SRC_ALPHA,GL_ONE_MINUS_SRC_ALPHA);
+  glPolygonMode(GL_FRONT_AND_BACK, GL_FILL);
+  
+  glTexEnvf(GL_TEXTURE_ENV, GL_TEXTURE_ENV_MODE, GL_COMBINE);
+  glTexEnvf(GL_TEXTURE_ENV, GL_OPERAND0_RGB, GL_SRC_COLOR);
+  glTexEnvi(GL_TEXTURE_ENV, GL_COMBINE_ALPHA, GL_MODULATE);
+  glTexEnvi(GL_TEXTURE_ENV, GL_SOURCE0_ALPHA, GL_TEXTURE0);
+  glTexEnvi(GL_TEXTURE_ENV, GL_OPERAND0_ALPHA, GL_SRC_ALPHA);
+  glTexEnvi(GL_TEXTURE_ENV, GL_SOURCE1_ALPHA, GL_PRIMARY_COLOR);
+  glTexEnvf(GL_TEXTURE_ENV, GL_OPERAND1_ALPHA, GL_SRC_ALPHA);","Yep, see earlier comment about keeping things the same for this PR.

My hope is to add shader-based GL as a new renderer. This way we could have gl2/gl3/gl4 selected at runtime based on hw capabilities. Iirc @jmarshallnz has a GL shader implementation around somewhere already that could probably be c/p for the most part.
",86c660485947efd3749d99cfddaf4f053af64e63
5920441,2,"sorry for delayed answer, i have to sleep yesterday because i was tired from paid projects i have and was prone to mistakes. did you mean: bool CGUILabel::Process(unsigned int currentTime) {   // TODO Add the correct processing   bool overFlows = (m_""",2013-08-21 21:58:54,stupid-boy,xbmc,xbmc,,https://github.com/xbmc/xbmc/pull/3128#discussion_r5920441,2013-08-22T09:58:54Z,2018-11-27T21:12:21Z,stupid-boy,CONTRIBUTOR,xbmc/guilib/GUIListLabel.cpp,,,,,1,"@@ -74,8 +74,11 @@ bool CGUIListLabel::UpdateColors()
 
 void CGUIListLabel::Process(unsigned int currentTime, CDirtyRegionList &dirtyregions)
 {
-  if (m_label.Process(currentTime))
-    MarkDirtyRegion();
+  if (HasFocus() || m_alwaysScroll)
+  {","sorry for delayed answer, i have to sleep yesterday because i was tired from paid projects i have and was prone to mistakes.
did you mean:
bool CGUILabel::Process(unsigned int currentTime)
{
  // TODO Add the correct processing
  bool overFlows = (m_renderRect.Width() + 0.5f < m_textLayout.GetTextWidth()); // 0.5f to deal with floating point rounding issues
  bool renderSolid = (m_color == COLOR_DISABLED);
  bool scroll = false;

  if (overFlows && m_scrolling && !renderSolid)
    scroll = m_textLayout.UpdateScrollinfo(m_scrollInfo);

  return (scroll && overFlows && m_scrolling);
}
with this i get few more percents in long run average, but not problematic ones. i can proceed this way too if you meant it.
",69ea43dd4613b8dc14442fe067b9d22e2a042da0
5306443,1,"Excellent, thanks.""",2013-07-19 19:25:51,smspillaz,xbmc,xbmc,,https://github.com/xbmc/xbmc/pull/2989#discussion_r5306443,2013-07-20T07:25:51Z,2018-11-27T21:12:06Z,smspillaz,CONTRIBUTOR,xbmc/windowing/WinEventsWayland.cpp,,523.0,,,523,"@@ -0,0 +1,1722 @@
+/*
+*      Copyright (C) 2005-2013 Team XBMC
+*      http://www.xbmc.org
+*
+*  This Program is free software; you can redistribute it and/or modify
+*  it under the terms of the GNU General Public License as published by
+*  the Free Software Foundation; either version 2, or (at your option)
+*  any later version.
+*
+*  This Program is distributed in the hope that it will be useful,
+*  but WITHOUT ANY WARRANTY; without even the implied warranty of
+*  MERCHANTABILITY or FITNESS FOR A PARTICULAR PURPOSE. See the
+*  GNU General Public License for more details.
+*
+*  You should have received a copy of the GNU General Public License
+*  along with XBMC; see the file COPYING.  If not, see
+*  <http://www.gnu.org/licenses/>.
+*
+*/
+#include ""system.h""
+
+#if defined (HAVE_WAYLAND)
+
+#include <algorithm>
+#include <sstream>
+#include <vector>
+
+#include <boost/bind.hpp>
+#include <boost/function.hpp>
+#include <boost/noncopyable.hpp>
+#include <boost/scope_exit.hpp>
+#include <boost/scoped_ptr.hpp>
+#include <boost/shared_ptr.hpp>
+#include <boost/weak_ptr.hpp>
+
+#include <sys/poll.h>
+#include <sys/mman.h>
+
+#include <wayland-client.h>
+#include <xkbcommon/xkbcommon.h>
+
+#include ""Application.h""
+#include ""WindowingFactory.h""
+#include ""WinEvents.h""
+#include ""WinEventsWayland.h""
+#include ""utils/Stopwatch.h""
+#include ""utils/log.h""
+
+#include ""DllWaylandClient.h""
+#include ""DllXKBCommon.h""
+#include ""WaylandProtocol.h""
+
+namespace xbmc
+{
+namespace wayland
+{
+class IInputReceiver
+{
+public:
+
+  virtual ~IInputReceiver() {}
+
+  virtual bool InsertPointer(struct wl_pointer *pointer) = 0;
+  virtual bool InsertKeyboard(struct wl_keyboard *keyboard) = 0;
+
+  virtual void RemovePointer() = 0;
+  virtual void RemoveKeyboard() = 0;
+};
+
+class IPointerReceiver
+{
+public:
+
+  virtual ~IPointerReceiver() {}
+  virtual void Motion(uint32_t time,
+                      const float &x,
+                      const float &y) = 0;
+  virtual void Button(uint32_t serial,
+                      uint32_t time,
+                      uint32_t button,
+                      enum wl_pointer_button_state state) = 0;
+  virtual void Axis(uint32_t time,
+                    uint32_t axis,
+                    float value) = 0;
+  virtual void Enter(struct wl_surface *surface,
+                     double surfaceX,
+                     double surfaceY) = 0;
+};
+
+class IKeymap
+{
+public:
+
+  virtual ~IKeymap() {};
+  
+  virtual uint32_t KeysymForKeycode(uint32_t code) const = 0;
+  virtual void UpdateMask(uint32_t depressed,
+                          uint32_t latched,
+                          uint32_t locked,
+                          uint32_t group) = 0;
+  virtual uint32_t CurrentModifiers() = 0;
+};
+
+class IKeyboardReceiver
+{
+public:
+
+  virtual ~IKeyboardReceiver() {}
+
+  virtual void UpdateKeymap(uint32_t format,
+                            int fd,
+                            uint32_t size) = 0;
+  virtual void Enter(uint32_t serial,
+                     struct wl_surface *surface,
+                     struct wl_array *keys) = 0;
+  virtual void Leave(uint32_t serial,
+                     struct wl_surface *surface) = 0;
+  virtual void Key(uint32_t serial,
+                   uint32_t time,
+                   uint32_t key,
+                   enum wl_keyboard_key_state state) = 0;
+  virtual void Modifier(uint32_t serial,
+                        uint32_t depressed,
+                        uint32_t latched,
+                        uint32_t locked,
+                        uint32_t group) = 0;
+};
+
+class Pointer
+{
+public:
+
+  Pointer(IDllWaylandClient &,
+          struct wl_pointer *,
+          IPointerReceiver &);
+  ~Pointer();
+
+  struct wl_pointer * GetWlPointer();
+
+  void SetCursor(uint32_t serial,
+                 struct wl_surface *surface,
+                 int32_t hotspot_x,
+                 int32_t hotspot_y);
+
+  static void HandleEnterCallback(void *,
+                                  struct wl_pointer *,
+                                  uint32_t,
+                                  struct wl_surface *,
+                                  wl_fixed_t, 
+                                  wl_fixed_t);
+  static void HandleLeaveCallback(void *,
+                                  struct wl_pointer *,
+                                  uint32_t,
+                                  struct wl_surface *);
+  static void HandleMotionCallback(void *,
+                                   struct wl_pointer *,
+                                   uint32_t,
+                                   wl_fixed_t,
+                                   wl_fixed_t);
+  static void HandleButtonCallback(void *,
+                                   struct wl_pointer *,
+                                   uint32_t,
+                                   uint32_t,
+                                   uint32_t,
+                                   uint32_t);
+  static void HandleAxisCallback(void *,
+                                 struct wl_pointer *,
+                                 uint32_t,
+                                 uint32_t,
+                                 wl_fixed_t);
+
+private:
+
+  void HandleEnter(uint32_t serial,
+                   struct wl_surface *surface,
+                   wl_fixed_t surfaceXFixed,
+                   wl_fixed_t surfaceYFixed);
+  void HandleLeave(uint32_t serial,
+                   struct wl_surface *surface);
+  void HandleMotion(uint32_t time,
+                    wl_fixed_t surfaceXFixed,
+                    wl_fixed_t surfaceYFixed);
+  void HandleButton(uint32_t serial,
+                    uint32_t time,
+                    uint32_t button,
+                    uint32_t state);
+  void HandleAxis(uint32_t time,
+                  uint32_t axis,
+                  wl_fixed_t value);
+
+  static const struct wl_pointer_listener m_listener;
+
+  IDllWaylandClient &m_clientLibrary;
+  struct wl_pointer *m_pointer;
+  IPointerReceiver &m_receiver;
+};
+
+const struct wl_pointer_listener Pointer::m_listener =
+{
+  Pointer::HandleEnterCallback,
+  Pointer::HandleLeaveCallback,
+  Pointer::HandleMotionCallback,
+  Pointer::HandleButtonCallback,
+  Pointer::HandleAxisCallback
+};
+
+class Keyboard :
+  public boost::noncopyable
+{
+public:
+
+  Keyboard(IDllWaylandClient &,
+           struct wl_keyboard *,
+           IKeyboardReceiver &);
+  ~Keyboard();
+
+  struct wl_keyboard * GetWlKeyboard();
+
+  static void HandleKeymapCallback(void *,
+                                   struct wl_keyboard *,
+                                   uint32_t,
+                                   int,
+                                   uint32_t);
+  static void HandleEnterCallback(void *,
+                                  struct wl_keyboard *,
+                                  uint32_t,
+                                  struct wl_surface *,
+                                  struct wl_array *);
+  static void HandleLeaveCallback(void *,
+                                  struct wl_keyboard *,
+                                  uint32_t,
+                                  struct wl_surface *);
+  static void HandleKeyCallback(void *,
+                                struct wl_keyboard *,
+                                uint32_t,
+                                uint32_t,
+                                uint32_t,
+                                uint32_t);
+  static void HandleModifiersCallback(void *,
+                                      struct wl_keyboard *,
+                                      uint32_t,
+                                      uint32_t,
+                                      uint32_t,
+                                      uint32_t,
+                                      uint32_t);
+
+private:
+
+  void HandleKeymap(uint32_t format,
+                    int fd,
+                    uint32_t size);
+  void HandleEnter(uint32_t serial,
+                   struct wl_surface *surface,
+                   struct wl_array *keys);
+  void HandleLeave(uint32_t serial,
+                   struct wl_surface *surface);
+  void HandleKey(uint32_t serial,
+                 uint32_t time,
+                 uint32_t key,
+                 uint32_t state);
+  void HandleModifiers(uint32_t serial,
+                       uint32_t mods_depressed,
+                       uint32_t mods_latched,
+                       uint32_t mods_locked,
+                       uint32_t group);
+
+  static const struct wl_keyboard_listener m_listener;
+
+  IDllWaylandClient &m_clientLibrary;
+  struct wl_keyboard *m_keyboard;
+  IKeyboardReceiver &m_reciever;
+};
+
+const struct wl_keyboard_listener Keyboard::m_listener =
+{
+  Keyboard::HandleKeymapCallback,
+  Keyboard::HandleEnterCallback,
+  Keyboard::HandleLeaveCallback,
+  Keyboard::HandleKeyCallback,
+  Keyboard::HandleModifiersCallback
+};
+
+class Seat :
+  public boost::noncopyable
+{
+public:
+
+  Seat(IDllWaylandClient &,
+       struct wl_seat *,
+       IInputReceiver &);
+  ~Seat();
+
+  struct wl_seat * GetWlSeat();
+
+  static void HandleCapabilitiesCallback(void *,
+                                         struct wl_seat *,
+                                         uint32_t);
+
+private:
+
+  static const struct wl_seat_listener m_listener;
+
+  void HandleCapabilities(enum wl_seat_capability);
+
+  IDllWaylandClient &m_clientLibrary;
+  struct wl_seat * m_seat;
+  IInputReceiver &m_input;
+
+  enum wl_seat_capability m_currentCapabilities;
+};
+
+const struct wl_seat_listener Seat::m_listener =
+{
+  Seat::HandleCapabilitiesCallback
+};
+}
+
+class ITimeoutManager
+{
+public:
+  
+  typedef boost::function<void()> Callback;
+  typedef boost::shared_ptr <Callback> CallbackPtr;
+  
+  virtual ~ITimeoutManager() {}
+  virtual CallbackPtr RepeatAfterMs (const Callback &callback,
+                                     uint32_t initial, 
+                                     uint32_t timeout) = 0;
+};
+
+class IEventListener
+{
+public:
+
+  virtual ~IEventListener() {}
+  virtual bool OnEvent(XBMC_Event &) = 0;
+  virtual bool OnFocused() = 0;
+  virtual bool OnUnfocused() = 0;
+};
+
+class ICursorManager
+{
+public:
+
+  virtual ~ICursorManager() {}
+  virtual void SetCursor(uint32_t serial,
+                         struct wl_surface *surface,
+                         double surfaceX,
+                         double surfaceY) = 0;
+};
+
+class PointerProcessor :
+  public wayland::IPointerReceiver
+{
+public:
+
+  PointerProcessor(IEventListener &,
+                   ICursorManager &);
+
+private:
+
+  void Motion(uint32_t time,
+              const float &x,
+              const float &y);
+  void Button(uint32_t serial,
+              uint32_t time,
+              uint32_t button,
+              enum wl_pointer_button_state state);
+  void Axis(uint32_t time,
+            uint32_t axis,
+            float value);
+  void Enter(struct wl_surface *surface,
+             double surfaceX,
+             double surfaceY);
+
+  IEventListener &m_listener;
+  ICursorManager &m_cursorManager;
+
+  uint32_t m_currentlyPressedButton;
+  float    m_lastPointerX;
+  float    m_lastPointerY;
+
+  /* There is no defined export for these buttons -
+   * wayland appears to just be using the evdev codes
+   * directly */
+  static const unsigned int WaylandLeftButton = 272;
+  static const unsigned int WaylandMiddleButton = 273;
+  static const unsigned int WaylandRightButton = 274;
+
+  static const unsigned int WheelUpButton = 4;
+  static const unsigned int WheelDownButton = 5;
+  
+};
+
+class XKBKeymap :
+  public wayland::IKeymap
+{
+public:
+
+  XKBKeymap(IDllXKBCommon &m_xkbCommonLibrary,
+            struct xkb_keymap *keymap,
+            struct xkb_state *state);
+  ~XKBKeymap();
+
+private:
+
+  uint32_t KeysymForKeycode(uint32_t code) const;
+  void UpdateMask(uint32_t depressed,
+                  uint32_t latched,
+                  uint32_t locked,
+                  uint32_t group);
+  uint32_t CurrentModifiers();
+
+  IDllXKBCommon &m_xkbCommonLibrary;
+
+  struct xkb_keymap *m_keymap;
+  struct xkb_state *m_state;
+
+  xkb_mod_index_t m_internalLeftControlIndex;
+  xkb_mod_index_t m_internalLeftShiftIndex;
+  xkb_mod_index_t m_internalLeftSuperIndex;
+  xkb_mod_index_t m_internalLeftAltIndex;
+  xkb_mod_index_t m_internalLeftMetaIndex;
+
+  xkb_mod_index_t m_internalRightControlIndex;
+  xkb_mod_index_t m_internalRightShiftIndex;
+  xkb_mod_index_t m_internalRightSuperIndex;
+  xkb_mod_index_t m_internalRightAltIndex;
+  xkb_mod_index_t m_internalRightMetaIndex;
+
+  xkb_mod_index_t m_internalCapsLockIndex;
+  xkb_mod_index_t m_internalNumLockIndex;
+  xkb_mod_index_t m_internalModeIndex;
+};
+
+class KeyboardProcessor :
+  public wayland::IKeyboardReceiver
+{
+public:
+
+  KeyboardProcessor(IDllXKBCommon &m_xkbCommonLibrary,
+                    IEventListener &listener,
+                    ITimeoutManager &timeouts);
+  ~KeyboardProcessor();
+  
+  void SetXBMCSurface(struct wl_surface *xbmcWindow);
+
+private:
+
+  void UpdateKeymap(uint32_t format,
+                    int fd,
+                    uint32_t size);
+  void Enter(uint32_t serial,
+             struct wl_surface *surface,
+             struct wl_array *keys);
+  void Leave(uint32_t serial,
+             struct wl_surface *surface);
+  void Key(uint32_t serial,
+           uint32_t time,
+           uint32_t key,
+           enum wl_keyboard_key_state state);
+  void Modifier(uint32_t serial,
+                uint32_t depressed,
+                uint32_t latched,
+                uint32_t locked,
+                uint32_t group);
+                
+  void SendKeyToXBMC(uint32_t key,
+                     uint32_t sym,
+                     uint32_t type);
+  void RepeatCallback(uint32_t key,
+                      uint32_t sym);
+
+  IDllXKBCommon &m_xkbCommonLibrary;
+
+  boost::scoped_ptr<wayland::IKeymap> m_keymap;
+  IEventListener &m_listener;
+  ITimeoutManager &m_timeouts;
+  struct wl_surface *m_xbmcWindow;
+  
+  ITimeoutManager::CallbackPtr m_repeatCallback;
+  uint32_t m_repeatSym;
+  
+  struct xkb_context *m_context;
+};
+
+class EventDispatch :
+  public IEventListener
+{
+public:
+
+  bool OnEvent(XBMC_Event &);
+  bool OnFocused();
+  bool OnUnfocused();
+};
+}
+
+namespace xw = xbmc::wayland;
+
+namespace
+{
+class WaylandEventLoop :
+  public xbmc::ITimeoutManager
+{
+public:
+
+  WaylandEventLoop(IDllWaylandClient &clientLibrary,
+                   struct wl_display *display);
+  
+  void Dispatch();
+  
+  struct CallbackTracker
+  {
+    typedef boost::weak_ptr <Callback> CallbackObserver;
+    
+    CallbackTracker(uint32_t time,
+                    uint32_t initial,
+                    const CallbackPtr &callback);
+    
+    uint32_t time;
+    uint32_t remaining;
+    CallbackObserver callback;
+  };","Excellent, thanks.
",f4ba1ffab924812505ba7bf86169a65fb58edec6
3149346,2,"Although correct, it's a bit weird and not immediately obvious that this Copy method is doing a shallow copy of the FileItem base class properties, but not the actual list members...""",2013-02-25 21:23:29,Voyager1,xbmc,xbmc,,https://github.com/xbmc/xbmc/pull/2311#discussion_r3149346,2013-02-26T08:23:29Z,2018-11-27T21:10:57Z,Voyager1,NONE,xbmc/windows/GUIMediaWindow.cpp,,1690.0,,,6,"@@ -1686,7 +1686,8 @@ void CGUIMediaWindow::OnFilterItems(const CStdString &filter)
   
   m_viewControl.Clear();
   
-  CFileItemList items(m_vecItems->GetPath()); // use the original path - it'll likely be relied on for other things later.
+  CFileItemList items;
+  items.Copy(*m_vecItems, false); // use the original path - it'll likely be relied on for other things later.","Although correct, it's a bit weird and not immediately obvious that this Copy method is doing a shallow copy of the FileItem base class properties, but not the actual list members...
",9f54bdb538fcfae998466f7bebe0344315b3f1fd
2070437,1,"make that N330 pretend it's a single core with no HT and you should see any issues :)""",2012-11-08 04:01:16,davilla,xbmc,xbmc,,https://github.com/xbmc/xbmc/pull/1548#discussion_r2070437,2012-11-08T15:01:16Z,2018-11-27T21:10:37Z,davilla,CONTRIBUTOR,xbmc/cores/AudioEngine/Interfaces/AESink.h,,96.0,,,1,"@@ -87,5 +87,17 @@ class IAESink
     This method sets the volume control, volume ranges from 0.0 to 1.0.
   */
   virtual void  SetVolume(float volume) {};
+
+  /*
+    Requests sink to prepare itself for a suspend state
+    @return false if sink cannot be suspended
+  */
+  virtual bool SoftSuspend() {return true;};
+","make that N330 pretend it's a single core with no HT and you should see any issues :)
",2b41991e324d1cfdbf5202bc02c821df97953d89
1117832,1,"Yep, will add in a separate commit.  Thanks for reviewing the code, it is really appreciated :)""",2012-07-06 14:37:08,anssih,xbmc,xbmc,,https://github.com/xbmc/xbmc/pull/987#discussion_r1117832,2012-07-07T02:37:08Z,2018-11-27T21:09:58Z,anssih,MEMBER,xbmc/cores/AudioEngine/Sinks/AESinkALSA.cpp,,157.0,,,61,"@@ -144,26 +151,40 @@ bool CAESinkALSA::Initialize(AEAudioFormat &format, std::string &device)
 
   format.m_channelLayout = m_channelLayout;
 
-  /* if passthrough we need the additional AES flags */
-  if (m_passthrough)
-    GetPassthroughDevice(format, device);
+  std::string AESParams;
+  /* digital interfaces should have AESx set, though in practice most
+   * receivers don't care */
+  if (m_passthrough || device.substr(0, 6) == ""iec958"" || device.substr(0, 4) == ""hdmi"")","Yep, will add in a separate commit.

Thanks for reviewing the code, it is really appreciated :)
",b73081c99ebecc60e7c85b11897c08cc49af26b7
2955373,0,"In order to get the most out of it the decoder can decode frames in advance (the thread does not block in flipPage). This way the one or other decoding cycle can even last longer than refreshRate without the need of dropping a frame.  vdpau decodes, the""",2013-02-10 04:27:24,FernetMenta,xbmc,xbmc,,https://github.com/xbmc/xbmc/pull/870#discussion_r2955373,2013-02-10T15:27:24Z,2018-11-27T21:10:52Z,FernetMenta,CONTRIBUTOR,xbmc/cores/dvdplayer/DVDCodecs/Video/DVDVideoCodec.h,,254.0,,,1,"@@ -243,4 +250,11 @@ class CDVDVideoCodec
   {
     return 0;
   }
+
+  virtual bool GetPts(double &pts, int &skippedDeint, int &interlaced)
+  {
+    return false;
+  }
+","In order to get the most out of it the decoder can decode frames in advance (the thread does not block in flipPage). This way the one or other decoding cycle can even last longer than refreshRate without the need of dropping a frame.

vdpau decodes, then does deinterlacing. de-interlacing needs 4 past and 2 future frames. Hence there's quite a couple of frames in the queue.

When doing de-interlacing it is better just to skip a deinterlaced frame instead of dropping in decoder. The decoder signals with this flag that it just skipped a deinterling cycle. This can't be determined by pts.
",caa0bcc1ee1eace92160f74d9c0946586ec56d4f
658387,1,"pts is in microseconds, so.. 50 to 100 is not much :)  I prefer the m_started change.  If you could squash all the commits on that branch together and push them forced to same branch again i'll merge it.""",2012-04-07 20:34:19,elupus,xbmc,xbmc,,https://github.com/xbmc/xbmc/pull/854#discussion_r658387,2012-04-08T08:34:19Z,2018-11-27T21:09:47Z,elupus,CONTRIBUTOR,xbmc/cores/dvdplayer/DVDPlayerVideo.cpp,,866.0,,,5,"@@ -863,7 +863,7 @@ int CDVDPlayerVideo::GetLevel()
 void CDVDPlayerVideo::ProcessOverlays(DVDVideoPicture* pSource, double pts)
 {
   // remove any overlays that are out of time
-  m_pOverlayContainer->CleanUp(pts - m_iSubtitleDelay);
+  m_pOverlayContainer->CleanUp(m_pClock->GetClock() - m_iSubtitleDelay);","pts is in microseconds, so.. 50 to 100 is not much :)

I prefer the m_started change.

If you could squash all the commits on that branch together and push
them forced to same branch again i'll merge it.
",baf86f7f195e72a538a79443b2e96bcdb6a49c13
